v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,tap,label
0.8980167060417069,0.8980167064610025,0.8980167064610082,0.898681102820324,0.8986811809848495,0.898681180992388,0.8984282100701939,0.8984281774393023,0.8984281774365379,0.8981320713353182,4.632613026215359,4.632613028378478,4.632613028376608,4.636040460413755,4.6360408636435695,4.636040863683368,4.6347358585745555,4.634735690237777,4.634735690225011,4.633208162984489,-0.0025836844762251207,-0.002583684731575012,-0.00258368473157662,-0.0027037042553608734,-0.0027037167421124705,-0.002703716743284688,-0.0019697990458428833,-0.0019697736965832912,-0.0019697736958211786,-0.001100378840528632,-16.0,2.0
0.8986811787745151,0.8972972736734744,0.89729727956976,0.897297279570205,0.897297279570205,0.897297279570205,0.8634598127819243,0.8634599413541867,0.8634599413639062,0.8972974113449442,4.636040852240734,8.762635227003576,8.76263528458425,8.762635284586407,8.762635284586691,8.762635284586691,108.17037016597659,108.17038627293613,108.1703862741496,8.76263657144568,-0.00270371593532083,-0.0040583116810605935,-0.0040583143386636565,-0.00405831433874262,-0.004058314338742769,-0.004058314338742769,-0.03669542246701518,-0.036695482803845846,-0.03669548280557078,-0.004058376166803678,-16.0,1.0
0.8972972777835377,0.8972972795700616,0.8965600967252005,0.8955502790818564,0.8963663710601459,0.8977627771567945,0.8977627625431119,0.8977627625417898,0.8960783466329777,0.8928132724073166,8.76263526714039,8.76263528458842,9.611729907555226,12.619717045828484,12.631217069990111,8.514992375254298,8.514992236645508,8.514992236634738,13.533337113506528,16.493616389294253,-0.004058313626841692,-0.004058314338717394,-0.0032280404585455034,-0.004216424852188897,-0.004363712232475834,-0.003015454240377208,-0.0030154414159000113,-0.0030154414155404716,-0.0046625317336185445,-0.008945946718761314,-16.0,2.0
0.8885900317814068,0.8889236245175857,0.888923619423569,0.8883399620321111,0.8883399709420379,0.8883399709432215,0.8883399709432225,0.8883399709432225,0.8883399709432225,0.8876692887546529,27.698111139847228,26.70968180212924,26.70968164907004,28.43894518788275,28.438945473124313,28.43894547316099,28.438945473159116,28.438945473159116,28.438945473159116,28.417474533189914,-0.011305516617679473,-0.010981624812514754,-0.010981618453254445,-0.011548301843242344,-0.011548312966090999,-0.01154831296686982,-0.011548312966870108,-0.011548312966870108,-0.011548312966870108,-0.011422604574282274,-16.0,2.0
0.8876692612203009,0.8865863136085733,0.8879521883324416,0.8901984859007805,0.8872687028632127,0.8872688403481441,0.886458721089532,0.8864587038993427,0.8857707090449936,0.8857707169393764,28.417473651715127,28.38280461836528,24.335813018421398,24.39737655565154,37.02842637607077,37.02843211373183,36.994623368732135,36.994622651333835,36.96591052982143,36.96591085927553,-0.011422596111189467,-0.013002928673763929,-0.011675531540342775,-0.008393674654939405,-0.015026140088680915,-0.015026184059451912,-0.01488347045129435,-0.014883467891366216,-0.015579409573794964,-0.015579409787147282,-16.0,3.0
0.887166977846183,0.8871669803581196,0.8881660073323709,0.8860795177901487,0.8852980585042688,0.8840365176752862,0.8834725000481067,0.883472501351323,0.8824782849845144,0.8824782872688903,32.837393974094155,32.837394067069866,29.880442181359225,29.81024671158196,32.12162809877427,32.07585510181619,33.74298535542062,33.7429854051948,36.67976978484195,36.67976987979352,-0.014223196920584224,-0.014223198711439622,-0.01325185587968479,-0.016290404757637038,-0.017048016645793085,-0.01748710326444507,-0.01803403431130194,-0.018034035629490203,-0.018997496772597957,-0.018997499091858286,-16.0,2.0
0.8884481251678734,0.8910999682137866,0.8906646211321814,0.8906646042737941,0.8882052718417859,0.8882052819208616,0.8904713372252236,0.8904713389627206,0.890471338962856,0.8904713389628568,19.008536811199438,19.065273557809522,19.05595921430237,19.05595885361116,19.00334091257585,19.003341128222587,10.747130640631992,10.747130661603599,10.747130661605466,10.747130661603599,-0.013200221946526902,-0.011903021322084347,-0.011823584630562274,-0.01182358077784113,-0.015395244812069435,-0.01539525934244088,-0.013216616248284428,-0.013216610322540677,-0.013216610322567077,-0.013216610322567261,-16.0,1.0
0.8939003684128,0.8939003731662373,0.8939003731664187,0.8944817420013719,0.8944817358423415,0.8944817358421284,0.8944817358421284,0.89559451471492,0.8952427344836836,0.8952427078026114,2.602600738682674,2.602600752526815,2.602600752525228,7.127032043537533,7.127031994463708,7.12703199446342,7.12703199446342,7.135898369605839,7.133095462777973,7.133095250193548,-0.009861133155099755,-0.009861140403136836,-0.00986114040320588,-0.008282585401754685,-0.008282580542975829,-0.008282580542909672,-0.008282580542909672,-0.007444815075045617,-0.0065751907587003455,-0.006575165351291295,-16.0,1.0
0.8959042354925604,0.8943349607856885,0.8943349316169216,0.894334931614594,0.8946776032332016,0.8946776600222502,0.8969979066692905,0.8969979131575042,0.8955779499088184,0.8955779794313096,7.138366156038672,7.125862523382169,7.12586229097126,7.125862290954004,7.128592622375098,7.128593074853895,7.147080285300625,7.147080336995075,7.135766384909433,7.135766620135695,-0.006698696206282894,-0.006405937906927887,-0.006405938828499922,-0.006405938828516643,-0.007582510715771568,-0.007582543123724822,-0.003888292049266328,-0.0038882521951794204,-0.005921253448931839,-0.005921284194964171,-16.0,0.0
0.8955779658644534,0.8970943960932799,0.897094376842572,0.8970943768407065,0.8970943768407068,0.8972542175735208,0.8972542375648398,0.8972542375667578,0.8986688997878785,0.8986689137756382,7.135766512039236,2.611900185350585,2.6119001293019797,2.61190012929782,2.611900129297681,2.6123655073480014,2.612365565549279,2.6123655655574596,2.616484370149296,2.616484410875592,-0.005921270637580127,-0.00443623658914475,-0.004436220962205737,-0.004436220961685321,-0.004436220961684925,-0.004831762831891835,-0.0048317729757587575,-0.004831772976179351,-0.00418965720419878,-0.004189657517521811,-16.0,1.0
